Informe;Codigo de Producto;Lote;Fecha Informe;Fecha Recibido;Usuario;Cant Bultos;Cantidad Recibida;IDOrden
inf132417;.;;15/09/2022;15/09/2022;rmoreno;0;1;128943_98
inf137725;.;;25/10/2022;24/10/2022;crduna;0;1;129427_1
inf138180;.;;27/10/2022;27/10/2022;fball;0;13;129521_1
inf138181;.;;27/10/2022;27/10/2022;fball;0;1;129523_1
inf145592;.;;20/12/2022;20/12/2022;fball;0;1;130497_4
inf145589;.;;20/12/2022;20/12/2022;fball;0;4;130497_1
inf145593;.;;20/12/2022;20/12/2022;fball;0;1;130497_5
inf145590;.;;20/12/2022;20/12/2022;fball;0;4;130497_2
inf145591;.;;20/12/2022;20/12/2022;fball;0;1;130497_3
inf124915;6931;;22/07/2022;22/07/2022;crduna;1;50400;127018_1
inf114445;.;;04/05/2022;04/05/2022;crduna;0;1;125217_1
inf146319;.;;23/12/2022;22/12/2022;rmoreno;0;30;130325_1
inf143000;.;;01/12/2022;30/12/2022;rmoreno;0;42;129544_1
inf119296;.;;10/06/2022;09/06/2022;crduna;0;1;125343_1
inf119297;.;;10/06/2022;09/06/2022;crduna;0;1;125368_1
inf137385;.;;21/10/2022;21/10/2022;fball;0;4;128759_1
inf116221;.;;17/05/2022;17/05/2022;crduna;0;1;126068_1
inf116222;.;;17/05/2022;17/05/2022;crduna;0;4;126068_2
inf116229;.;;17/05/2022;17/05/2022;crduna;0;8;126068_9
inf116228;.;;17/05/2022;17/05/2022;crduna;0;20;126068_8
inf116227;.;;17/05/2022;17/05/2022;crduna;0;8;126068_7
inf116226;.;;17/05/2022;17/05/2022;crduna;0;4;126068_6
inf116225;.;;17/05/2022;17/05/2022;crduna;0;30;126068_5
inf116224;.;;17/05/2022;17/05/2022;crduna;0;10;126068_4
inf116223;.;;17/05/2022;17/05/2022;crduna;0;20;126068_3
inf107101;20200;22MP2765;04/03/2022;03/03/2022;crduna;15;3000;124055_2
inf110010;20200;22MP2806;31/03/2022;31/03/2022;crduna;25;5000;124743_1
inf110011;20201;22MP2807;31/03/2022;31/03/2022;crduna;3;600;126000_1
inf110012;20201;22MP2808;31/03/2022;31/03/2022;crduna;1;200;126044_1
inf116926;20200;22MP2951;26/05/2022;24/05/2022;crduna;25;5000;125547_1
inf119172;20200;22MP2974;09/06/2022;08/06/2022;crduna;25;5000;125547_2
inf122655;20201;22MP3036;07/07/2022;07/07/2022;crduna;3;600;127811_1
inf126901;20200;22MP3133;08/08/2022;05/08/2022;crduna;25;5000;127289_1
inf140414;20201;22MP3401;11/11/2022;09/11/2022;crduna;4;800;129336_1
inf140416;20200;22MP3402;11/11/2022;09/11/2022;crduna;25;5000;128580_1
inf118559;5226;;07/06/2022;02/06/2022;crduna;3;30;126285_1
inf129363;5226;;25/08/2022;25/08/2022;crduna;6;60;127732_1
inf134793;5226;;01/10/2022;01/10/2022;fball;3;30;129067_1
inf134794;5226;;01/10/2022;01/10/2022;fball;3;30;129067_2
inf134795;5226;;01/10/2022;01/10/2022;fball;3;30;129067_3
inf145349;.;;19/12/2022;19/12/2022;fball;0;40;130505_1
inf145350;.;;19/12/2022;19/12/2022;fball;0;10;130505_2
inf104807;.;;09/02/2022;09/02/2022;mcruz;0;7;122348_1
inf103638;.;;27/01/2022;27/01/2022;crduna;0;1;124758_1
inf111723;.;;12/04/2022;11/04/2022;crduna;0;1;126298_1
inf114873;.;;06/05/2022;06/05/2022;crduna;0;4;126298_1
inf102855;.;;20/01/2022;20/01/2022;fball;0;1;122492_2
inf102854;.;;20/01/2022;20/01/2022;fball;0;1;122492_1
inf102856;.;;20/01/2022;20/01/2022;fball;0;1;122492_3
inf103461;.;;26/01/2022;26/01/2022;crduna;0;1;124441_1
inf104824;.;;09/02/2022;09/02/2022;mcruz;0;1;124193_1
inf109581;.;;29/03/2022;29/03/2022;crduna;0;1;124928_2
inf109580;.;;29/03/2022;29/03/2022;crduna;0;1;124928_1
inf109789;.;;30/03/2022;30/03/2022;crduna;0;1;125617_1
inf113087;.;;26/04/2022;26/04/2022;crduna;0;4;125726_1
inf115904;.;;14/05/2022;13/05/2022;crduna;0;1;126835_1
inf116217;.;;17/05/2022;17/05/2022;crduna;0;1;126713_1
inf116712;.;;23/05/2022;20/05/2022;crduna;0;1;125832_1
inf116713;.;;23/05/2022;20/05/2022;crduna;0;4;126984_1
inf116905;.;;26/05/2022;23/05/2022;crduna;0;1;126711_1
inf118388;.;;06/06/2022;03/06/2022;crduna;0;30;126250_1
inf119728;.;;15/06/2022;14/06/2022;crduna;0;21;125726_1
inf134231;.;;28/09/2022;28/09/2022;rmoreno;0;1;128821_3
inf132731;.;;16/09/2022;16/09/2022;rmoreno;0;34;126792_1
inf132732;.;;16/09/2022;16/09/2022;rmoreno;0;68;126792_2
inf134228;.;;28/09/2022;28/09/2022;rmoreno;0;1;128821_1
inf134232;.;;28/09/2022;28/09/2022;rmoreno;0;1;128821_4
inf134230;.;;28/09/2022;28/09/2022;rmoreno;0;1;128821_2
inf135493;.;;06/10/2022;06/10/2022;rmoreno;0;1;128925_1
inf138175;.;;27/10/2022;27/10/2022;fball;0;1;129784_1
inf138176;.;;27/10/2022;27/10/2022;fball;0;1;129784_2
inf138177;.;;27/10/2022;27/10/2022;fball;0;1;129784_3
inf138178;.;;27/10/2022;27/10/2022;fball;0;2;129784_4
inf140499;.;;14/11/2022;10/11/2022;rmoreno;0;2;128751_1
inf140503;.;;14/11/2022;10/11/2022;rmoreno;0;2;125726_1
inf144572;.;;14/12/2022;12/12/2022;rmoreno;0;1;130239_3
inf140501;.;;14/11/2022;10/11/2022;rmoreno;0;2;127576_1
inf144574;.;;14/12/2022;12/12/2022;rmoreno;0;1;130239_4
inf144570;.;;14/12/2022;12/12/2022;rmoreno;0;1;130239_1
inf144571;.;;14/12/2022;12/12/2022;rmoreno;0;1;130239_2
inf143622;.;;06/12/2022;05/12/2022;rmoreno;0;1;127685_2
inf143620;.;;06/12/2022;05/12/2022;rmoreno;0;1;127685_1
inf102098;345079;22ME5954;14/01/2022;14/01/2022;crduna;40;312800;124295_5
inf102116;345158;22ME5966;14/01/2022;14/01/2022;crduna;11;45500;124294_2
inf102115;345171;22ME5965;14/01/2022;14/01/2022;crduna;15;63500;124295_10
inf102114;345162;22ME5964;14/01/2022;14/01/2022;crduna;11;45500;124295_12
inf102113;33241;22ME5963;14/01/2022;14/01/2022;crduna;9;36000;124295_11
inf102112;345152;22ME5962;14/01/2022;14/01/2022;crduna;10;37500;124295_8
inf102110;345143;22ME5961;14/01/2022;14/01/2022;crduna;37;162800;124295_7
inf102099;345151;22ME5955;14/01/2022;14/01/2022;crduna;34;148000;124295_2
inf102109;345108;22ME5960;14/01/2022;14/01/2022;crduna;9;34315;124295_4
inf102108;345170;22ME5959;14/01/2022;14/01/2022;crduna;4;21815;124295_3
inf102107;341017;22EN4440;14/01/2022;14/01/2022;crduna;7;44000;124295_1
inf102103;345168;22ME5957;14/01/2022;14/01/2022;crduna;25;105000;124295_9
inf102101;345109;22ME5956;14/01/2022;14/01/2022;crduna;41;180800;124295_6
inf105948;343545;22EN4484;18/02/2022;18/02/2022;crduna;17;72000;124861_5
inf105949;343521;22EN4485;18/02/2022;18/02/2022;crduna;6;21815;124861_7
inf105950;343536;22EN4486;18/02/2022;18/02/2022;crduna;8;10500;124861_6
inf105946;345174;22ME6101;18/02/2022;18/02/2022;crduna;14;59000;124861_3
inf105947;33241;22ME6102;18/02/2022;18/02/2022;crduna;6;21815;124861_4
inf105939;345191;22ME6097;18/02/2022;18/02/2022;crduna;78;306800;124295_13
inf105941;345093;22ME6098;18/02/2022;18/02/2022;crduna;76;601250;124294_1
inf105942;345178;22ME6099;18/02/2022;18/02/2022;crduna;27;104500;124861_8
inf105944;343512;22EN4483;18/02/2022;18/02/2022;crduna;6;21315;124861_1
inf105945;345129;22ME6100;18/02/2022;18/02/2022;crduna;8;31815;124861_2
inf110794;FL00064;;05/04/2022;05/04/2022;mcruz;12;12;124845_1
inf116722;fl00023;;23/05/2022;20/05/2022;crduna;1;25;123721_2
inf116725;FL00065;;23/05/2022;20/05/2022;crduna;6;36;123689_1
inf116724;FL00013;;23/05/2022;20/05/2022;crduna;1;12;123721_4
inf116723;FL00024;;23/05/2022;20/05/2022;crduna;1;10;123721_3
inf116721;FL00012;;23/05/2022;20/05/2022;crduna;3;60;123721_1
inf120513;.;;23/06/2022;21/06/2022;crduna;0;5;127108_2
inf120512;.;;23/06/2022;21/06/2022;crduna;0;3;127108_1
inf121100;FL00033;;28/06/2022;23/06/2022;crduna;1;2;126602_1
inf121098;FL00033;;28/06/2022;23/06/2022;crduna;1;4;126373_2
inf121090;FL00013;;28/06/2022;28/06/2022;fball;1;10;126375_6
inf121252;FL00062;;29/06/2022;29/06/2022;crduna;36;36;126602_2
inf123938;fl00023;;15/07/2022;15/07/2022;msiam;1;12;126375_3
inf123936;FL00001;;15/07/2022;15/07/2022;msiam;30;30;126375_1
inf130109;FL00011;;31/08/2022;31/08/2022;rmoreno;40;40;126375_2
inf130107;FL00001;;31/08/2022;31/08/2022;rmoreno;30;30;126375_4
inf133812;FL00050;;23/09/2022;23/09/2022;rmoreno;30;30;126373_1
inf133788;FL00050;;23/09/2022;23/09/2022;rmoreno;10;10;126375_5
inf138297;fl00023;;27/10/2022;27/10/2022;crduna;1;12;123721_7
inf144040;.;;12/12/2022;07/12/2022;rmoreno;0;5;130364_3
inf143625;.;;06/12/2022;05/12/2022;rmoreno;0;5;130068_1
inf144038;.;;12/12/2022;07/12/2022;rmoreno;0;28;130364_1
inf143629;FL00050;;06/12/2022;05/12/2022;rmoreno;5;5;126375_5
inf144041;.;;12/12/2022;07/12/2022;rmoreno;0;4;130364_4
inf144039;.;;12/12/2022;07/12/2022;rmoreno;0;28;130364_2
inf102144;2236;;15/01/2022;15/01/2022;mcruz;2;1507;124184_1
inf103590;.;;27/01/2022;27/01/2022;crduna;0;2;123737_2
inf104034;2236;;01/02/2022;01/02/2022;crduna;2;1499;124184_2
inf106699;2236;;02/03/2022;02/03/2022;crduna;3;1487;124184_3
inf110498;2234;;04/04/2022;04/04/2022;crduna;4;2489,52;126038_1
inf111731;2234;;12/04/2022;11/04/2022;crduna;99;1500;126286_1
inf113109;2234;;26/04/2022;25/04/2022;crduna;3;1506;126038_2
inf113982;2234;;02/05/2022;29/04/2022;crduna;4;2505;126038_3
inf113985;2236;;02/05/2022;02/05/2022;crduna;3;1336;126038_4
inf114874;2236;;06/05/2022;06/05/2022;crduna;1;155;126038_5
inf117297;2236;;27/05/2022;27/05/2022;mcruz;3;1506;126038_6
inf117294;2234;;27/05/2022;27/05/2022;mcruz;0;-1506;126038_2
inf117293;2234;;27/05/2022;27/05/2022;mcruz;0;-1506;126038_2
inf117292;2234;;27/05/2022;27/05/2022;mcruz;0;-1506;126038_2
inf117295;2234;;27/05/2022;27/05/2022;mcruz;0;-1506;126038_2
inf119437;2236;;13/06/2022;06/06/2022;crduna;4;1507;126038_5
inf118536;2234;;07/06/2022;06/06/2022;crduna;2;1456;126693_7
inf118538;2236;;07/06/2022;06/06/2022;crduna;3;1423;126693_14
inf118528;2234;;07/06/2022;06/06/2022;crduna;4;2509;126038_2
inf121997;.;;04/07/2022;04/07/2022;crduna;0;1;123737_2
inf125102;2236;;26/07/2022;22/07/2022;crduna;2;1404;126693_8
inf125101;2234;;26/07/2022;22/07/2022;crduna;96;1448;126693_1
inf125852;2236;;01/08/2022;01/08/2022;fball;2;1412;126693_9
inf125850;2234;;01/08/2022;01/08/2022;fball;2;1456;126693_2
inf128701;2234;;22/08/2022;22/08/2022;fball;115;1757;127733_1
inf129151;2234;;25/08/2022;23/08/2022;crduna;1;240;127733_1
inf130052;4213;;31/08/2022;31/08/2022;crduna;6;216;128921_1
inf130543;4213;;02/09/2022;02/09/2022;crduna;0;-144;128921_1
inf134967;1115;;03/10/2022;03/10/2022;fball;1;36;129304_1
inf134969;1799;;03/10/2022;03/10/2022;fball;6;200;129277_1
inf135069;2234;;04/10/2022;03/10/2022;crduna;2;1051;126693_3
inf135070;2236;;04/10/2022;03/10/2022;crduna;3;1419;126693_10
inf135728;2234;;11/10/2022;11/10/2022;crduna;1;403;126693_3
inf135741;2234;;11/10/2022;11/10/2022;crduna;3;1453;126693_4
inf135744;2236;;11/10/2022;11/10/2022;crduna;3;1409;126693_11
inf137553;1799;;24/10/2022;24/10/2022;crduna;3;216;129069_1
inf138158;2234;;27/10/2022;27/10/2022;fball;190;1998,5;129441_1
inf143371;4213;;02/12/2022;02/12/2022;crduna;30;720;129292_1
inf139860;2236;;08/11/2022;08/11/2022;crduna;3;1408,5;126693_12
inf139858;2234;;08/11/2022;08/11/2022;crduna;3;1450;126693_5
inf142680;2234;;29/11/2022;28/11/2022;crduna;3;1448;126693_6
inf142682;2236;;29/11/2022;28/11/2022;crduna;3;1417;126693_13
inf117153;.;;27/05/2022;27/05/2022;crduna;0;4;125406_1
inf123715;.;;14/07/2022;13/07/2022;crduna;0;1;126336_1
inf125807;.;;01/08/2022;01/08/2022;fball;0;10;127763_1
inf127307;.;;10/08/2022;10/08/2022;fball;0;1;127406_1
inf136595;.;;17/10/2022;17/10/2022;crduna;0;5;129496_1
inf104290;1006;;04/02/2022;04/02/2022;crduna;36;108000;124974_1
inf115347;1006;;11/05/2022;11/05/2022;crduna;4;12000;126845_1
inf115346;1006;;11/05/2022;11/05/2022;crduna;40;120000;126821_1
inf129109;1006;;24/08/2022;24/08/2022;crduna;15;45000;128582_1
inf129176;1006;;25/08/2022;25/08/2022;crduna;20;60000;128582_1
inf129372;1006;;26/08/2022;26/08/2022;fball;17;51000;128582_1
inf145354;1006;;19/12/2022;19/12/2022;fball;1;12;130560_1
inf145604;1006;;20/12/2022;20/12/2022;fball;12;36000;130572_1
inf145357;1006;;19/12/2022;19/12/2022;fball;4;11988;130560_1
inf145358;1006;;19/12/2022;19/12/2022;fball;1;12;130560_2
inf145621;1006;;20/12/2022;16/12/2022;rmoreno;8;24000;130572_1
inf102893;.;;20/01/2022;20/01/2022;fball;0;9;123761_1
inf121548;.;;30/06/2022;28/06/2022;crduna;0;1;123314_1
inf130024;.;;31/08/2022;30/08/2022;rmoreno;0;2;127827_1
inf130025;.;;31/08/2022;30/08/2022;rmoreno;0;5;127827_2
inf137296;.;;21/10/2022;21/10/2022;fball;0;1;127752_1
inf144667;.;;14/12/2022;14/12/2022;rmoreno;0;16;130220_1
inf108393;.;;16/03/2022;16/03/2022;mcruz;0;16;125641_1
inf111074;20410E;22MP2831;07/04/2022;06/04/2022;crduna;1;1;126122_1
inf126948;.;;09/08/2022;08/08/2022;crduna;0;1;128175_2
inf126947;.;;09/08/2022;08/08/2022;crduna;0;1;128175_1
inf134618;20410E;22MP3269;30/09/2022;29/09/2022;crduna;1;1;127415_1
inf134439;.;;29/09/2022;29/09/2022;crduna;0;3;128861_1
inf134619;20410;22MP3270;30/09/2022;29/09/2022;crduna;2;2;128162_1
inf139388;.;;04/11/2022;03/11/2022;crduna;0;7;128861_1
inf139389;256705;22MP3378;04/11/2022;03/11/2022;crduna;6;60;128920_1
inf145290;.;;19/12/2022;12/12/2022;crduna;0;30;130260_1
inf124859;.;;22/07/2022;20/07/2022;crduna;0;4;127742_3
inf124858;.;;22/07/2022;20/07/2022;crduna;0;2;127742_2
inf124857;.;;22/07/2022;20/07/2022;crduna;0;4;127742_1
inf124860;.;;22/07/2022;20/07/2022;crduna;0;2;127742_4
inf124861;.;;22/07/2022;20/07/2022;crduna;0;2;127742_5
inf102919;179;;20/01/2022;20/01/2022;fball;7;280;124946_1
inf102920;183;;20/01/2022;20/01/2022;fball;31;400;124365_1
inf104010;179;;01/02/2022;01/02/2022;crduna;22;970;124946_1
inf104412;183;;07/02/2022;07/02/2022;crduna;8;100;124353_1
inf104410;183;;07/02/2022;07/02/2022;crduna;47;600;124365_2
inf105851;.;;18/02/2022;17/02/2022;crduna;0;10;125243_1
inf107778;183;;10/03/2022;10/03/2022;crduna;47;600;124365_3
inf109823;183;;30/03/2022;17/03/2022;crduna;47;600;125802_1
inf111180;.;;07/04/2022;07/04/2022;mcruz;0;2;126130_1
inf112752;183;;21/04/2022;21/04/2022;crduna;47;600;125802_2
inf115518;1421;;12/05/2022;09/05/2022;crduna;3;50;126788_1
inf116468;183;;20/05/2022;19/05/2022;crduna;47;600;125802_3
inf118444;184;;06/06/2022;06/06/2022;crduna;6;500;127195_2
inf122865;185;;08/07/2022;07/07/2022;crduna;42;250;127195_1
inf122869;183;;08/07/2022;07/07/2022;crduna;4;48;127195_3
inf123548;184;;13/07/2022;13/07/2022;msiam;7;560;127734_3
inf123843;184;;15/07/2022;15/07/2022;fball;7;560;127734_3
inf124996;183;;25/07/2022;22/07/2022;crduna;36;460;127734_2
inf124998;183;;25/07/2022;22/07/2022;crduna;17;210;127715_2
inf124997;183;;25/07/2022;22/07/2022;crduna;39;500;127715_1
inf125374;184;;28/07/2022;27/07/2022;crduna;5;376;127734_3
inf125372;183;;28/07/2022;27/07/2022;crduna;23;290;127715_2
inf126477;179;;04/08/2022;03/08/2022;crduna;2;320;127734_1
inf126478;179;;04/08/2022;03/08/2022;crduna;25;1120;127727_1
inf127065;185;;09/08/2022;09/08/2022;fball;8;576;127734_4
inf127401;185;;11/08/2022;11/08/2022;fball;2;144;127734_4
inf134406;183;;28/09/2022;28/09/2022;crduna;47;600;129074_1
inf131068;183;;07/09/2022;05/09/2022;rmoreno;36;468;127715_3
inf130884;.;;06/09/2022;05/09/2022;rmoreno;0;10;128722_1
inf135964;184;;12/10/2022;12/10/2022;rmoreno;3;240;129442_3
inf136051;179;;12/10/2022;12/10/2022;crduna;2;400;129442_1
inf136052;183;;12/10/2022;12/10/2022;crduna;2;300;129442_2
inf136054;184;;12/10/2022;12/10/2022;crduna;5;360;129442_3
inf136789;183;;18/10/2022;18/10/2022;crduna;47;600;129074_2
inf136790;185;;18/10/2022;18/10/2022;crduna;3;216;129442_4
inf137403;184;;21/10/2022;20/10/2022;crduna;4;320;129442_3
inf137404;185;;21/10/2022;20/10/2022;crduna;3;144;129442_4
inf140626;183;;14/11/2022;14/11/2022;crduna;1;32;127715_3
inf142439;184;;28/11/2022;28/11/2022;rmoreno;1;80;129442_3
inf140625;183;;14/11/2022;14/11/2022;crduna;3;600;129074_3
inf140011;.;;09/11/2022;08/11/2022;rmoreno;0;3;129269_1
inf140013;.;;09/11/2022;08/11/2022;rmoreno;0;1;129202_1
inf102291;.;;17/01/2022;17/01/2022;fball;0;2;124374_1
inf102972;.;;21/01/2022;21/01/2022;fball;0;1;123902_1
inf102973;.;;21/01/2022;21/01/2022;fball;0;1;123902_2
inf102974;.;;21/01/2022;21/01/2022;fball;0;4;124378_1
inf104000;.;;01/02/2022;01/02/2022;fball;0;1;124534_1
inf104802;.;;09/02/2022;09/02/2022;mcruz;0;3;125149_1
inf108380;.;;16/03/2022;16/03/2022;mcruz;0;1;125606_1
inf112491;.;;19/04/2022;19/04/2022;crduna;0;3;126221_1
inf114414;.;;04/05/2022;03/05/2022;crduna;0;1;123919_1
inf115850;.;;14/05/2022;13/05/2022;crduna;0;2;126562_2
inf115849;.;;14/05/2022;13/05/2022;crduna;0;1;126562_1
inf116423;.;;19/05/2022;19/05/2022;crduna;0;8;126560_1
inf116424;.;;19/05/2022;19/05/2022;crduna;0;2;126560_2
inf119293;.;;10/06/2022;09/06/2022;crduna;0;1;126956_1
inf123844;.;;15/07/2022;15/07/2022;fball;0;1;127553_1
inf123845;.;;15/07/2022;15/07/2022;fball;0;3;127452_1
inf125950;.;;01/08/2022;01/08/2022;fball;0;4;127768_2
inf125949;.;;01/08/2022;01/08/2022;fball;0;1;127768_1
inf126404;.;;03/08/2022;03/08/2022;msiam;0;10;128007_1
inf127286;.;;10/08/2022;10/08/2022;fball;0;1;128006_1
inf142726;.;;29/11/2022;28/11/2022;rmoreno;0;2;129615_3
inf142725;.;;29/11/2022;28/11/2022;rmoreno;0;2;129615_2
inf142724;.;;29/11/2022;28/11/2022;rmoreno;0;4;129615_1
inf143519;.;;05/12/2022;05/12/2022;rmoreno;0;1;129022_1
inf143520;.;;05/12/2022;05/12/2022;rmoreno;0;1;129022_2
inf143522;.;;05/12/2022;05/12/2022;rmoreno;0;2;130093_1
inf104643;.;;08/02/2022;08/02/2022;crduna;0;1;124791_3
inf104642;.;;08/02/2022;08/02/2022;crduna;0;1;124791_1
inf108099;.;;14/03/2022;14/03/2022;crduna;0;1;124791_2
inf109366;.;;25/03/2022;25/03/2022;crduna;0;1;125645_1
inf109367;.;;25/03/2022;25/03/2022;crduna;0;1;125645_2
inf109647;.;;29/03/2022;29/03/2022;crduna;0;1;125645_3
inf109885;.;;30/03/2022;30/03/2022;mcruz;0;1;125684_5
inf109877;.;;30/03/2022;30/03/2022;mcruz;0;2;125684_1
inf109878;.;;30/03/2022;30/03/2022;mcruz;0;1;125684_3
inf109880;.;;30/03/2022;30/03/2022;mcruz;0;2;125684_2
inf109883;.;;30/03/2022;30/03/2022;mcruz;0;3;125684_3
inf109884;.;;30/03/2022;30/03/2022;mcruz;0;2;125684_4
inf111935;.;;13/04/2022;12/04/2022;crduna;0;2;125684_2
inf119403;.;;13/06/2022;10/06/2022;crduna;0;1;127164_14
inf119391;.;;13/06/2022;10/06/2022;crduna;0;2;127164_1
inf119392;.;;13/06/2022;10/06/2022;crduna;0;1;127164_3
inf119407;.;;13/06/2022;10/06/2022;crduna;0;1;127164_15
inf119395;.;;13/06/2022;10/06/2022;crduna;0;1;127164_4
inf119396;.;;13/06/2022;10/06/2022;crduna;0;2;127164_5
inf119398;.;;13/06/2022;10/06/2022;crduna;0;1;127164_6
inf119399;.;;13/06/2022;10/06/2022;crduna;0;1;127164_7
inf119400;.;;13/06/2022;10/06/2022;crduna;0;1;127164_8
inf119401;.;;13/06/2022;10/06/2022;crduna;0;1;127164_10
inf119402;.;;13/06/2022;10/06/2022;crduna;0;1;127164_11
inf121567;.;;30/06/2022;29/06/2022;crduna;0;1;127164_9
inf121566;.;;30/06/2022;29/06/2022;crduna;0;1;127164_3
inf121565;.;;30/06/2022;29/06/2022;crduna;0;2;127164_2
inf121568;.;;30/06/2022;29/06/2022;crduna;0;1;127164_12
inf121569;.;;30/06/2022;29/06/2022;crduna;0;1;127164_16
inf122985;.;;08/07/2022;08/07/2022;msiam;0;1;127164_13
inf102540;311;;18/01/2022;18/01/2022;fball;1;107,8;124765_5
inf102544;314;;18/01/2022;18/01/2022;fball;1;523,8;124765_7
inf102543;312;;18/01/2022;18/01/2022;fball;1;101,5;124765_6
inf103628;308;;27/01/2022;27/01/2022;crduna;2;1001,1;124765_2
inf103679;397;;27/01/2022;27/01/2022;crduna;1;111;124186_4
inf103678;3341;;27/01/2022;27/01/2022;crduna;1;170;124186_10
inf103632;615;;27/01/2022;27/01/2022;crduna;1;201,3;124186_5
inf103626;217;;27/01/2022;27/01/2022;crduna;1;50,8;124765_1
inf103631;394;;27/01/2022;27/01/2022;crduna;2;1018,3;124186_1
inf103630;2597;;27/01/2022;27/01/2022;crduna;1;96,9;124186_8
inf103629;361;;27/01/2022;27/01/2022;crduna;1;204,4;124759_1
inf104838;317;;10/02/2022;10/02/2022;crduna;5;1950,85;124188_1
inf104839;321;;10/02/2022;10/02/2022;crduna;2;1013,7;124188_4
inf104882;324;;10/02/2022;10/02/2022;crduna;6;2902,95;124188_7
inf105322;308;;15/02/2022;15/02/2022;crduna;2;1053,1;124765_3
inf105321;314;;15/02/2022;15/02/2022;crduna;1;511,6;124765_8
inf105868;385025;.;18/02/2022;17/02/2022;crduna;1;400,6;124756_1
inf105870;394;;18/02/2022;18/02/2022;crduna;2;1005,7;124186_2
inf105869;3341;;18/02/2022;18/02/2022;crduna;1;149,75;124186_11
inf105872;615;;18/02/2022;18/02/2022;crduna;1;195,6;124186_6
inf107367;361;;08/03/2022;08/03/2022;crduna;1;197,8;124947_1
inf107365;361;;08/03/2022;08/03/2022;crduna;1;209,4;124759_2
inf107366;390066;;08/03/2022;08/03/2022;crduna;2;815,45;124756_2
inf109334;321;;25/03/2022;25/03/2022;crduna;2;1030,35;124188_5
inf109333;317;;25/03/2022;25/03/2022;crduna;4;2032,6;124188_2
inf109332;398;;25/03/2022;25/03/2022;crduna;1;104,15;124188_10
inf109336;361;;25/03/2022;25/03/2022;crduna;1;212,4;124759_3
inf109365;324;;25/03/2022;25/03/2022;crduna;6;3108;124188_8
inf109637;385025;;29/03/2022;29/03/2022;crduna;2;792,65;125782_1
inf110494;314;;04/04/2022;04/04/2022;crduna;1;514,5;124765_9
inf110493;308;;04/04/2022;04/04/2022;crduna;2;999,7;124765_4
inf110862;2597;;06/04/2022;06/04/2022;crduna;1;109,6;124186_9
inf110864;3341;;06/04/2022;06/04/2022;crduna;1;153,05;124186_12
inf110860;394;;06/04/2022;06/04/2022;crduna;2;1002,6;124186_3
inf110861;615;;06/04/2022;06/04/2022;crduna;1;105,8;124186_7
inf112259;3341;;18/04/2022;18/04/2022;crduna;1;203,6;125804_4
inf112258;2597;;18/04/2022;18/04/2022;crduna;1;104,7;125804_3
inf112255;324;;18/04/2022;18/04/2022;crduna;4;1902,9;124188_9
inf112256;397;;18/04/2022;18/04/2022;crduna;1;51,2;125804_1
inf112257;615;;18/04/2022;18/04/2022;crduna;1;155,75;125804_2
inf112253;317;;18/04/2022;18/04/2022;crduna;2;1045,7;124188_3
inf112254;321;;18/04/2022;18/04/2022;crduna;2;1035,5;124188_6
inf113307;70550;;27/04/2022;26/04/2022;crduna;2;675,2;126135_1
inf113308;70551;;27/04/2022;26/04/2022;crduna;1;499,2;126135_2
inf113309;70552;;27/04/2022;26/04/2022;crduna;1;517,7;126135_3
inf113416;397;;28/04/2022;28/04/2022;crduna;1;50,1;125805_10
inf113413;324;;28/04/2022;28/04/2022;crduna;4;1876,2;125805_1
inf113415;398;;28/04/2022;28/04/2022;crduna;1;149,7;125805_8
inf113414;394;;28/04/2022;28/04/2022;crduna;1;561,8;125805_5
inf113754;390066;..;30/04/2022;29/04/2022;crduna;4;1906,6;126187_2
inf113753;3341;;30/04/2022;29/04/2022;crduna;1;206,9;125804_5
inf113752;1796;;30/04/2022;29/04/2022;crduna;1;306,7;126287_1
inf114628;217;;05/05/2022;05/05/2022;crduna;1;47,6;126032_1
inf114630;314;;05/05/2022;05/05/2022;crduna;1;212,7;126032_5
inf114629;308;;05/05/2022;05/05/2022;crduna;4;1923,5;126032_2
inf115555;394;;12/05/2022;12/05/2022;crduna;1;555,8;125805_6
inf115557;324;;12/05/2022;12/05/2022;crduna;4;1863,4;125805_2
inf115556;361;;12/05/2022;12/05/2022;crduna;1;99,1;125805_4
inf116821;308;;24/05/2022;20/05/2022;crduna;4;1914,1;126032_3
inf116822;321;;24/05/2022;24/05/2022;crduna;2;1007,6;126032_8
inf116823;314;;24/05/2022;24/05/2022;crduna;1;178,8;126032_6
inf119444;314;;13/06/2022;13/06/2022;crduna;1;199,8;126032_7
inf119439;308;;13/06/2022;13/06/2022;crduna;4;1869,7;126032_4
inf119443;321;;13/06/2022;13/06/2022;crduna;2;1024,5;126032_9
inf119446;385025;.;13/06/2022;13/06/2022;crduna;1;412;126187_1
inf123087;398;;11/07/2022;11/07/2022;fball;1;156,05;125805_9
inf123088;394;;11/07/2022;11/07/2022;fball;2;604,2;125805_7
inf123085;3341;;11/07/2022;11/07/2022;fball;1;208,69;125804_6
inf123089;324;;11/07/2022;11/07/2022;fball;4;1941,2;125805_3
inf123086;4498;;11/07/2022;11/07/2022;fball;2;55;125804_7
inf125452;335;;28/07/2022;28/07/2022;fball;1;215,25;127735_2
inf125451;1796;;28/07/2022;28/07/2022;fball;1;309,78;127735_1
