Informe;IDOrden;Codigo de Producto;Descripcion;Lote;Fecha Informe;Fecha Recibido;Usuario;Cant Bultos;Cantidad Recibida;TiPo Compra;IDAlmacen;almacen;IDProveedor;proveedor;tipo material
inf110494;124765_9;314;BOLSA NEGRA 100 X 100 cm;;04/04/2022;04/04/2022;crduna;1;514,5;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf110493;124765_4;308;BOLSA AMARILLA 100 X 100;;04/04/2022;04/04/2022;crduna;2;999,7;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf110862;124186_9;2597;BOLSA AMARILLA RECICLADA;;06/04/2022;06/04/2022;crduna;1;109,6;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;MP
inf110864;124186_12;3341;BOLSA CRISTAL 40 X 60 cm;;06/04/2022;06/04/2022;crduna;1;153,05;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf110860;124186_3;394;BOLSA CRISTAL 100 X 180 c;;06/04/2022;06/04/2022;crduna;2;1002,6;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf110861;124186_7;615;BOLSA CRISTAL 40 X 60 cm;;06/04/2022;06/04/2022;crduna;1;105,8;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;GR
inf112259;125804_4;3341;BOLSA CRISTAL 40 X 60 cm;;18/04/2022;18/04/2022;crduna;1;203,6;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf112258;125804_3;2597;BOLSA AMARILLA RECICLADA;;18/04/2022;18/04/2022;crduna;1;104,7;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;MP
inf112255;124188_9;324;BOLSA CRISTAL 100 X 100 c;;18/04/2022;18/04/2022;crduna;4;1902,9;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf112256;125804_1;397;BOLSA CRISTAL 12 X 15 cm;;18/04/2022;18/04/2022;crduna;1;51,2;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf112257;125804_2;615;BOLSA CRISTAL 40 X 60 cm;;18/04/2022;18/04/2022;crduna;1;155,75;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;GR
inf112253;124188_3;317;BOLSA CRISTAL 100 X 100 c;;18/04/2022;18/04/2022;crduna;2;1045,7;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf112254;124188_6;321;BOLSA CRISTAL 60 X 70 cm;;18/04/2022;18/04/2022;crduna;2;1035,5;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf113307;126135_1;70550;BOLSA ROJA 100X100X 120MI;;27/04/2022;26/04/2022;crduna;2;675,2;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;GR
inf113308;126135_2;70551;BOLSA ROJA 100X100X 120MI;;27/04/2022;26/04/2022;crduna;1;499,2;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;GR
inf113309;126135_3;70552;BOLSA ROJA 60X70X 120MIC;;27/04/2022;26/04/2022;crduna;1;517,7;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;GR
inf113416;125805_10;397;BOLSA CRISTAL 12 X 15 cm;;28/04/2022;28/04/2022;crduna;1;50,1;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf113413;125805_1;324;BOLSA CRISTAL 100 X 100 c;;28/04/2022;28/04/2022;crduna;4;1876,2;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf113415;125805_8;398;BOLSA CRISTAL 18 X 47 cm;;28/04/2022;28/04/2022;crduna;1;149,7;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf113414;125805_5;394;BOLSA CRISTAL 100 X 180 c;;28/04/2022;28/04/2022;crduna;1;561,8;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf113754;126187_2;390066;empaque prim;..;30/04/2022;29/04/2022;crduna;4;1906,6;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf113753;125804_5;3341;BOLSA CRISTAL 40 X 60 cm;;30/04/2022;29/04/2022;crduna;1;206,9;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf113752;126287_1;1796;BOLSA CRISTAL 80 X 100cm;;30/04/2022;29/04/2022;crduna;1;306,7;P;1;Uruguay;254;OR M. FUSCO Y CiA S.R.L.;MP
inf114628;126032_1;217;BOLSA AMARILLA 40 X 60 cm;;05/05/2022;05/05/2022;crduna;1;47,6;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;MP
inf114630;126032_5;314;BOLSA NEGRA 100 X 100 cm;;05/05/2022;05/05/2022;crduna;1;212,7;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf114629;126032_2;308;BOLSA AMARILLA 100 X 100;;05/05/2022;05/05/2022;crduna;4;1923,5;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf115555;125805_6;394;BOLSA CRISTAL 100 X 180 c;;12/05/2022;12/05/2022;crduna;1;555,8;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf115557;125805_2;324;BOLSA CRISTAL 100 X 100 c;;12/05/2022;12/05/2022;crduna;4;1863,4;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf115556;125805_4;361;BOLSA NEGRA 100 X 180 cm;;12/05/2022;12/05/2022;crduna;1;99,1;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf116821;126032_3;308;BOLSA AMARILLA 100 X 100;;24/05/2022;20/05/2022;crduna;4;1914,1;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf116822;126032_8;321;BOLSA CRISTAL 60 X 70 cm;;24/05/2022;24/05/2022;crduna;2;1007,6;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf116823;126032_6;314;BOLSA NEGRA 100 X 100 cm;;24/05/2022;24/05/2022;crduna;1;178,8;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf119444;126032_7;314;BOLSA NEGRA 100 X 100 cm;;13/06/2022;13/06/2022;crduna;1;199,8;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf119439;126032_4;308;BOLSA AMARILLA 100 X 100;;13/06/2022;13/06/2022;crduna;4;1869,7;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf119443;126032_9;321;BOLSA CRISTAL 60 X 70 cm;;13/06/2022;13/06/2022;crduna;2;1024,5;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf119446;126187_1;385025;empaque prim;.;13/06/2022;13/06/2022;crduna;1;412;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf123087;125805_9;398;BOLSA CRISTAL 18 X 47 cm;;11/07/2022;11/07/2022;fball;1;156,05;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf123088;125805_7;394;BOLSA CRISTAL 100 X 180 c;;11/07/2022;11/07/2022;fball;2;604,2;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf123085;125804_6;3341;BOLSA CRISTAL 40 X 60 cm;;11/07/2022;11/07/2022;fball;1;208,69;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf123089;125805_3;324;BOLSA CRISTAL 100 X 100 c;;11/07/2022;11/07/2022;fball;4;1941,2;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf123086;125804_7;4498;BOLSA TUBO SIN SELLAR 55;;11/07/2022;11/07/2022;fball;2;55;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf125452;127735_2;335;BOLSAS CRISTAL 60 X 80 cm;;28/07/2022;28/07/2022;fball;1;215,25;P;1;Uruguay;254;OR M. FUSCO Y CiA S.R.L.;ME
inf125451;127735_1;1796;BOLSA CRISTAL 80 X 100cm;;28/07/2022;28/07/2022;fball;1;309,78;P;1;Uruguay;254;OR M. FUSCO Y CiA S.R.L.;MP
inf126131;127750_15;3341;BOLSA CRISTAL 40 X 60 cm;;02/08/2022;02/08/2022;fball;1;315,4;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf126132;127750_11;394;BOLSA CRISTAL 100 X 180 c;;02/08/2022;02/08/2022;fball;2;1017,15;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf126514;127750_5;324;BOLSA CRISTAL 100 X 100 c;;04/08/2022;04/08/2022;crduna;4;1972,25;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf126512;127750_8;361;BOLSA NEGRA 100 X 180 cm;;04/08/2022;04/08/2022;crduna;1;148,7;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf127027;127750_14;2597;BOLSA AMARILLA RECICLADA;;09/08/2022;09/08/2022;crduna;1;57,9;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;MP
inf127031;127750_16;3341;BOLSA CRISTAL 40 X 60 cm;;09/08/2022;09/08/2022;crduna;1;205,7;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf127040;127750_2;317;BOLSA CRISTAL 100 X 100 c;;09/08/2022;09/08/2022;crduna;1;601,8;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf127032;127750_3;321;BOLSA CRISTAL 60 X 70 cm;;09/08/2022;09/08/2022;crduna;1;515,8;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf127451;127750_9;361;BOLSA NEGRA 100 X 180 cm;;11/08/2022;11/08/2022;fball;1;146,3;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf127448;127750_6;324;BOLSA CRISTAL 100 X 100 c;;11/08/2022;11/08/2022;fball;4;1973,8;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf128226;127750_12;394;BOLSA CRISTAL 100 X 180 c;;18/08/2022;18/08/2022;fball;2;969,15;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf130337;127820_1;385025;BOLSA CRISTAL 60X70 X80?;;01/09/2022;31/08/2022;crduna;2;833,8;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf133690;127750_4;321;BOLSA CRISTAL 60 X 70 cm;;22/09/2022;22/09/2022;crduna;1;532,82;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf133418;127750_10;361;BOLSA NEGRA 100 X 180 cm;;22/09/2022;22/09/2022;fball;1;210,5;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf133412;127750_7;324;BOLSA CRISTAL 100 X 100 c;;22/09/2022;22/09/2022;fball;6;2913,85;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf133689;127750_17;3341;BOLSA CRISTAL 40 X 60 cm;;22/09/2022;22/09/2022;crduna;1;204,9;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf133688;127750_1;308;BOLSA AMARILLA 100 X 100;;22/09/2022;22/09/2022;crduna;1;517,5;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf133691;127750_13;394;BOLSA CRISTAL 100 X 180 c;;22/09/2022;22/09/2022;crduna;2;1050,7;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf138164;129278_1;339;BOLSA AMARILLA 60 X 85 cm;;27/10/2022;26/10/2022;crduna;1;200,9;P;1;Uruguay;254;OR M. FUSCO Y CiA S.R.L.;ME
inf142744;129608_8;394;BOLSA CRISTAL 100 X 180 c;;29/11/2022;29/11/2022;crduna;2;712,5;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf140700;129608_7;394;BOLSA CRISTAL 100 X 180 c;;14/11/2022;14/11/2022;crduna;2;717,7;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf139857;129608_4;361;BOLSA NEGRA 100 X 180 cm;;08/11/2022;08/11/2022;crduna;1;104,4;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf142748;129608_5;361;BOLSA NEGRA 100 X 180 cm;;29/11/2022;29/11/2022;crduna;1;98,7;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf140701;129608_11;2597;BOLSA AMARILLA RECICLADA;;14/11/2022;14/11/2022;crduna;1;214,65;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;MP
inf139856;129608_9;615;BOLSA CRISTAL 40 X 60 cm;;08/11/2022;08/11/2022;crduna;1;105,7;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;GR
inf143693;129609_16;3341;BOLSA CRISTAL 40 X 60 cm;;06/12/2022;06/12/2022;crduna;1;211,4;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf142741;129608_13;3341;BOLSA CRISTAL 40 X 60 cm;;29/11/2022;29/11/2022;crduna;1;150,15;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf140702;129608_6;394;BOLSA CRISTAL 100 X 180 c;;14/11/2022;14/11/2022;crduna;2;710,35;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf139855;129608_12;3341;BOLSA CRISTAL 40 X 60 cm;;08/11/2022;08/11/2022;crduna;1;158,2;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf143692;129609_13;398;BOLSA CRISTAL 18 X 47 cm;;06/12/2022;06/12/2022;crduna;1;52,4;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf142747;129608_3;324;BOLSA CRISTAL 100 X 100 c;;29/11/2022;29/11/2022;crduna;4;1939,3;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf140696;129608_1;317;BOLSA CRISTAL 100 X 100 c;;14/11/2022;14/11/2022;crduna;2;1027,6;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf139854;129608_10;2597;BOLSA AMARILLA RECICLADA;;08/11/2022;08/11/2022;crduna;1;206;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;MP
inf140698;129608_2;324;BOLSA CRISTAL 100 X 100 c;;14/11/2022;14/11/2022;crduna;4;1974,7;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf145237;129609_4;317;BOLSA CRISTAL 100 X 100 c;;16/12/2022;16/12/2022;crduna;2;722,6;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf145172;129609_10;361;BOLSA NEGRA 100 X 180 cm;;16/12/2022;16/12/2022;crduna;1;58,9;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf145173;129609_11;361;BOLSA NEGRA 100 X 180 cm;;16/12/2022;16/12/2022;crduna;1;61,7;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf145174;129609_6;321;BOLSA CRISTAL 60 X 70 cm;;16/12/2022;16/12/2022;crduna;1;408,8;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf145232;129609_7;321;BOLSA CRISTAL 60 X 70 cm;;16/12/2022;16/12/2022;crduna;1;413,52;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf145175;129609_3;317;BOLSA CRISTAL 100 X 100 c;;16/12/2022;16/12/2022;crduna;2;732,7;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf145167;129609_14;398;BOLSA CRISTAL 18 X 47 cm;;16/12/2022;16/12/2022;crduna;1;51,6;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf145229;129609_1;308;BOLSA AMARILLA 100 X 100;;16/12/2022;16/12/2022;crduna;1;499,9;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf145230;129609_2;308;BOLSA AMARILLA 100 X 100;;16/12/2022;16/12/2022;crduna;1;529,62;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf145170;129609_15;398;BOLSA CRISTAL 18 X 47 cm;;16/12/2022;16/12/2022;crduna;1;50,8;P;2;Argentina;254;OR M. FUSCO Y CiA S.R.L.;ME
inf102927;124625_1;3996;AEROTINA CENEFAS;;20/01/2022;20/01/2022;fball;11;12500;P;1;Uruguay;255;TINTA;ME
inf102934;124729_2;6976;Tarjeta Programa Con Vos;;20/01/2022;20/01/2022;fball;1;400;P;1;Uruguay;255;TINTA;GR
inf102933;124729_1;6948;CON VOS HUTROPE MANUAL  E;;20/01/2022;20/01/2022;fball;3;407;P;1;Uruguay;255;TINTA;GR
inf102928;124625_2;3159;REGULIP CENEFA;;20/01/2022;20/01/2022;fball;11;12500;P;1;Uruguay;255;TINTA;ME
inf102940;124625_1;3996;AEROTINA CENEFAS;;20/01/2022;20/01/2022;fball;1;1150;P;1;Uruguay;255;TINTA;ME
inf102926;123781_7;IM3602;ROT-LIMPIO 4 X 8 CM FDO V;;20/01/2022;20/01/2022;fball;1;10000;P;2;Argentina;255;TINTA;NP
inf102921;123777_1;IM0028;ROT ENVIO CADENA DE FRIO;;20/01/2022;20/01/2022;fball;1;1000;P;1;Uruguay;255;TINTA;NP
inf102922;123777_2;IM0045;ROTULO PLACA STICKER TAMA;;20/01/2022;20/01/2022;fball;2;1500;P;1;Uruguay;255;TINTA;NP
inf102923;123781_1;2175;HOJA MEMBRETADA VERTICALE;;20/01/2022;20/01/2022;fball;3;5000;P;2;Argentina;255;TINTA;MP
inf102941;124625_2;3159;REGULIP CENEFA;;20/01/2022;20/01/2022;fball;1;1150;P;1;Uruguay;255;TINTA;ME
inf102925;123781_4;IM0018;ROT PS PLANCHA X 24 UN 2X;;20/01/2022;20/01/2022;fball;1;10008;P;2;Argentina;255;TINTA;NP
inf105051;124626_1;6962;AEROTINA MOVIES;;11/02/2022;10/02/2022;crduna;1;12900;P;1;Uruguay;255;TINTA;GR
inf105052;124626_2;6963;REGULIP MOVIES;;11/02/2022;10/02/2022;crduna;1;13200;P;1;Uruguay;255;TINTA;GR
inf106045;123781_2;2175;HOJA MEMBRETADA VERTICALE;;21/02/2022;21/02/2022;mcruz;3;5000;P;2;Argentina;255;TINTA;MP
inf106048;123781_3;2175;HOJA MEMBRETADA VERTICALE;;21/02/2022;21/02/2022;mcruz;3;5000;P;2;Argentina;255;TINTA;MP
inf106044;125240_1;70508;Triptico Olumiant;;21/02/2022;21/02/2022;mcruz;1;525;P;1;Uruguay;255;TINTA;GR
inf106049;123781_5;IM0018;ROT PS PLANCHA X 24 UN 2X;;21/02/2022;21/02/2022;mcruz;1;10008;P;2;Argentina;255;TINTA;NP
inf106050;123781_8;IM3602;ROT-LIMPIO 4 X 8 CM FDO V;;21/02/2022;21/02/2022;mcruz;1;7000;P;2;Argentina;255;TINTA;NP
inf106469;125241_1;70527;ONCO BLOCK NUEVA IMAGEN;;24/02/2022;24/02/2022;mcruz;1;1042;P;1;Uruguay;255;TINTA;GR
inf106468;125321_1;6067;NABILA D TARJETON;;24/02/2022;24/02/2022;mcruz;1;21000;P;1;Uruguay;255;TINTA;GR
inf107569;125241_2;70528;ONCO CUADERNO NUEVA IMAGE;;09/03/2022;07/03/2022;crduna;1;1050;P;1;Uruguay;255;TINTA;GR
inf107570;123781_6;IM0018;ROT PS PLANCHA X 24 UN 2X;;09/03/2022;07/03/2022;crduna;1;10008;P;2;Argentina;255;TINTA;NP
inf107571;123781_9;IM3602;ROT-LIMPIO 4 X 8 CM FDO V;;09/03/2022;07/03/2022;crduna;1;7000;P;2;Argentina;255;TINTA;NP
inf108993;125563_1;70531;Parsabiv Pocket Guide 202;;22/03/2022;18/03/2022;crduna;1;735;P;1;Uruguay;255;TINTA;GR
inf108994;125562_1;70502;MACINTA TRIPTICO;;22/03/2022;18/03/2022;crduna;1;525;P;1;Uruguay;255;TINTA;GR
inf108982;125404_1;.;ETIQUETAS ELECTRONICOS;;22/03/2022;18/03/2022;crduna;0;500;M;1;Uruguay;255;TINTA;NP
inf108983;125404_2;.;ETIQUETAS Y48;;22/03/2022;18/03/2022;crduna;0;500;M;1;Uruguay;255;TINTA;NP
inf108984;125404_3;.;ETIQUETAS Y6;;22/03/2022;18/03/2022;crduna;0;2000;M;1;Uruguay;255;TINTA;NP
inf108985;125404_4;.;ETIQUETAS Y18;;22/03/2022;18/03/2022;crduna;0;500;M;1;Uruguay;255;TINTA;NP
inf108986;125404_5;.;ETIQUETAS Y3-Y34;;22/03/2022;18/03/2022;crduna;0;500;M;1;Uruguay;255;TINTA;NP
inf108987;125404_6;.;ETIQUETAS Y3-Y35;;22/03/2022;18/03/2022;crduna;0;500;M;1;Uruguay;255;TINTA;NP
inf108988;125404_7;.;ETIQUETAS Y34;;22/03/2022;18/03/2022;crduna;0;500;M;1;Uruguay;255;TINTA;NP
inf108989;125404_8;.;ETIQUETAS Y35;;22/03/2022;18/03/2022;crduna;0;500;M;1;Uruguay;255;TINTA;NP
inf108990;125564_1;70532;Parsabiv Guia 2022;;22/03/2022;18/03/2022;crduna;1;720;P;1;Uruguay;255;TINTA;GR
inf108992;125556_1;70566;DIABETES- Vademecum;;22/03/2022;18/03/2022;crduna;1;10455;P;1;Uruguay;255;TINTA;GR
inf111516;125331_5;IM3614;ROTULO MATERIAL IDENTIFIC;;11/04/2022;08/04/2022;crduna;1;5000;P;2;Argentina;255;TINTA;NP
inf111515;125331_4;IM3614;ROTULO MATERIAL IDENTIFIC;;11/04/2022;08/04/2022;crduna;1;6000;P;2;Argentina;255;TINTA;NP
inf111514;125331_3;IM3602;ROT-LIMPIO 4 X 8 CM FDO V;;11/04/2022;08/04/2022;crduna;1;10000;P;2;Argentina;255;TINTA;NP
inf111513;125331_2;IM3602;ROT-LIMPIO 4 X 8 CM FDO V;;11/04/2022;08/04/2022;crduna;1;10000;P;2;Argentina;255;TINTA;NP
inf111508;125914_1;6641;NEURO TARJETON PSQ-EPIL;;09/04/2022;08/04/2022;crduna;1;5250;P;1;Uruguay;255;TINTA;GR
inf111512;125331_1;IM3602;ROT-LIMPIO 4 X 8 CM FDO V;;11/04/2022;08/04/2022;crduna;1;10000;P;2;Argentina;255;TINTA;NP
inf111510;125735_2;70564;NALTREVA Flyer A4 Prog. C;;09/04/2022;08/04/2022;crduna;1;21000;P;1;Uruguay;255;TINTA;GR
inf111519;125328_2;3427;ROT SUCIO/LIMPIO/ EN PROC;;11/04/2022;08/04/2022;crduna;2;5000;P;2;Argentina;255;TINTA;ME
inf111509;125735_1;6010;NALTREVA TARJETA CON VOS;;09/04/2022;08/04/2022;crduna;1;52500;P;1;Uruguay;255;TINTA;GR
inf111518;125328_1;3427;ROT SUCIO/LIMPIO/ EN PROC;;11/04/2022;08/04/2022;crduna;2;5000;P;2;Argentina;255;TINTA;ME
inf111517;125331_6;IM3614;ROTULO MATERIAL IDENTIFIC;;11/04/2022;08/04/2022;crduna;1;5000;P;2;Argentina;255;TINTA;NP
inf111523;125328_6;3428;ROT SUCIO/LIMPIO EQUIPO M;;11/04/2022;08/04/2022;crduna;1;4000;P;2;Argentina;255;TINTA;ME
inf111521;125328_4;3428;ROT SUCIO/LIMPIO EQUIPO M;;11/04/2022;08/04/2022;crduna;1;5000;P;2;Argentina;255;TINTA;ME
inf111520;125328_3;3427;ROT SUCIO/LIMPIO/ EN PROC;;11/04/2022;08/04/2022;crduna;2;4500;P;2;Argentina;255;TINTA;ME
inf111522;125328_5;3428;ROT SUCIO/LIMPIO EQUIPO M;;11/04/2022;08/04/2022;crduna;1;5000;P;2;Argentina;255;TINTA;ME
inf112669;125952_1;5729;NALTREVA 8 PAGINAS;;21/04/2022;20/04/2022;crduna;1;2500;P;1;Uruguay;255;TINTA;MP
inf113964;125952_1;5729;NALTREVA 8 PAGINAS;;02/05/2022;29/04/2022;crduna;1;2750;P;1;Uruguay;255;TINTA;MP
inf113968;126463_3;70620;NEURO TDAH TARJETON;;02/05/2022;29/04/2022;crduna;1;5250;P;1;Uruguay;255;TINTA;GR
inf113967;126463_2;70618;NEURO VADEMECUM TARJETON;;02/05/2022;29/04/2022;crduna;1;6300;P;1;Uruguay;255;TINTA;GR
inf113965;126463_1;70619;NEURO PSQ VADEMECUM TARJE;;02/05/2022;29/04/2022;crduna;1;10500;P;1;Uruguay;255;TINTA;GR
inf116017;126389_1;6547;LIKANA RECETARIO;;16/05/2022;16/05/2022;crduna;1;4200;P;1;Uruguay;255;TINTA;GR
inf116016;126474_1;6595;LIKANA TARJETON;;16/05/2022;16/05/2022;crduna;1;4200;P;1;Uruguay;255;TINTA;GR
inf118901;127111_1;70530;HPN Hematologia Manual de;;08/06/2022;07/06/2022;crduna;1;155;P;1;Uruguay;255;TINTA;GR
inf118897;126818_1;4953;CON VOS TARJETA INSTITUCI;;08/06/2022;07/06/2022;crduna;1;5250;P;1;Uruguay;255;TINTA;ME
inf118898;126818_2;6972;Con Vos Diabetes Flyer pr;;08/06/2022;07/06/2022;crduna;1;525;P;1;Uruguay;255;TINTA;GR
inf118899;126818_3;4953;CON VOS TARJETA INSTITUCI;;08/06/2022;07/06/2022;crduna;1;2100;P;1;Uruguay;255;TINTA;ME
inf118900;127029_1;70652;CONSIV TARJETON DOSIFICAC;;08/06/2022;07/06/2022;crduna;1;5200;P;1;Uruguay;255;TINTA;GR
inf119520;127104_1;6960;DUPERTAN Literatura Lanza;;14/06/2022;13/06/2022;crduna;1;15300;P;1;Uruguay;255;TINTA;GR
inf120180;126958_5;70648;SEGURITE FLYER MITOS;;21/06/2022;21/06/2022;fball;1;43520;P;1;Uruguay;255;TINTA;GR
inf120174;126958_2;70648;SEGURITE FLYER MITOS;;21/06/2022;21/06/2022;fball;1;40960;P;1;Uruguay;255;TINTA;GR
inf120178;126958_4;70648;SEGURITE FLYER MITOS;;21/06/2022;21/06/2022;fball;1;43520;P;1;Uruguay;255;TINTA;GR
inf120171;126958_1;70648;SEGURITE FLYER MITOS;;21/06/2022;21/06/2022;fball;1;40960;P;1;Uruguay;255;TINTA;GR
inf120177;126958_3;70648;SEGURITE FLYER MITOS;;21/06/2022;21/06/2022;fball;1;40960;P;1;Uruguay;255;TINTA;GR
inf121027;127417_1;70693;Flyer Con Vos PSP epileps;;28/06/2022;28/06/2022;fball;1;5240;P;1;Uruguay;255;TINTA;GR
inf121026;127019_1;70630;Cuaderno EPOF-Tapa dura F;;28/06/2022;28/06/2022;fball;1;210;P;1;Uruguay;255;TINTA;GR
inf121019;127105_1;6959;DUPERTAN Recetarios;;28/06/2022;28/06/2022;fball;2;7000;P;1;Uruguay;255;TINTA;GR
inf122148;127113_5;70640;En sus marcas listos a cr;;05/07/2022;04/07/2022;crduna;1;416;P;1;Uruguay;255;TINTA;GR
inf122142;127241_1;70666;Diptico Basaglar;;05/07/2022;04/07/2022;crduna;1;3150;P;1;Uruguay;255;TINTA;GR
inf122143;127105_1;6959;DUPERTAN Recetarios;;05/07/2022;04/07/2022;crduna;1;5600;P;1;Uruguay;255;TINTA;GR
inf122144;127113_1;6976;Tarjeta Programa Con Vos;;05/07/2022;04/07/2022;crduna;1;420;P;1;Uruguay;255;TINTA;GR
inf122145;127113_2;6948;CON VOS HUTROPE MANUAL  E;;05/07/2022;04/07/2022;crduna;1;415;P;1;Uruguay;255;TINTA;GR
inf122146;127113_3;6947;CON VOS HUTROPE CARNET DE;;05/07/2022;04/07/2022;crduna;1;416;P;1;Uruguay;255;TINTA;GR
inf122147;127113_4;6946;CON VOS HUTROPE FLYER PRE;;05/07/2022;04/07/2022;crduna;1;420;P;1;Uruguay;255;TINTA;GR
inf123148;127114_7;6767;Soliris Guia Con Vos paci;;11/07/2022;11/07/2022;msiam;1;212;P;1;Uruguay;255;TINTA;GR
inf123175;127114_13;70651;Guia Pacientes NMO Impres;;11/07/2022;11/07/2022;fball;1;210;P;1;Uruguay;255;TINTA;GR
